State,SA4 code,SA4 name,SA2 code,SA2 name,Total Persons
Queensland,307,Darling Downs - Maranoa,31177,Roma Region,5872
Queensland,307,Darling Downs - Maranoa,31178,Tara,4282
Queensland,307,Darling Downs - Maranoa,31179,Crows Nest - Rosalie,8668
Queensland,307,Darling Downs - Maranoa,31180,Jondaryan,7688
Queensland,307,Darling Downs - Maranoa,31181,Millmerran,3369
Queensland,307,Darling Downs - Maranoa,31182,Pittsworth,5820
Queensland,307,Darling Downs - Maranoa,31183,Wambo,17454
Queensland,307,Darling Downs - Maranoa,31184,Clifton - Greenmount,4952
Queensland,307,Darling Downs - Maranoa,31185,Southern Downs - East,4266
Queensland,307,Darling Downs - Maranoa,31186,Southern Downs - West,4733
Queensland,307,Darling Downs - Maranoa,31187,Stanthorpe,5491
Queensland,307,Darling Downs - Maranoa,31188,Stanthorpe Region,5844
Queensland,307,Darling Downs - Maranoa,31189,Warwick,15378
Queensland,308,Fitzroy,31190,Central Highlands - East,7515
Queensland,308,Fitzroy,31191,Central Highlands - West,8278
Queensland,308,Fitzroy,31192,Emerald,13982
Queensland,308,Fitzroy,31193,Agnes Water - Miriam Vale,6131
Queensland,308,Fitzroy,31194,Banana,8717
Queensland,308,Fitzroy,31195,Biloela,5890
Queensland,308,Fitzroy,31196,Boyne Island - Tannum Sands,10194
Queensland,308,Fitzroy,31197,Callemondah,17
Queensland,308,Fitzroy,31198,Clinton - New Auckland,13874
Queensland,308,Fitzroy,31199,Gladstone,6185
Queensland,308,Fitzroy,31200,Gladstone Hinterland,12071
Queensland,308,Fitzroy,31201,Kin Kora - Sun Valley,3674
Queensland,308,Fitzroy,31202,South Trees,0
Queensland,308,Fitzroy,31203,Telina - Toolooa,6333
Queensland,308,Fitzroy,31204,West Gladstone,4809
Queensland,308,Fitzroy,31205,Berserker,7018
Queensland,308,Fitzroy,31206,Bouldercombe,1886
Queensland,308,Fitzroy,31207,Emu Park,5603
Queensland,308,Fitzroy,31208,Frenchville - Mount Archer,9287
Queensland,308,Fitzroy,31209,Glenlee - Rockyview,5062
Queensland,308,Fitzroy,31210,Gracemere,12018
Queensland,308,Fitzroy,31211,Lakes Creek,4991
Queensland,308,Fitzroy,31212,Mount Morgan,2981
Queensland,308,Fitzroy,31213,Norman Gardens,10393
Queensland,308,Fitzroy,31214,Park Avenue,5181
Queensland,308,Fitzroy,31215,Parkhurst - Kawana,7096
Queensland,308,Fitzroy,31216,Rockhampton - West,6032
Queensland,308,Fitzroy,31217,Rockhampton City,3329
Queensland,308,Fitzroy,31218,Rockhampton Region - East,3484
Queensland,308,Fitzroy,31219,Rockhampton Region - North,4329
Queensland,308,Fitzroy,31220,Rockhampton Region - West,2989
Queensland,308,Fitzroy,31221,Shoalwater Bay,16
Queensland,308,Fitzroy,31222,The Range - Allenstown,8388
Queensland,308,Fitzroy,31223,Yeppoon,18561
Queensland,309,Gold Coast,31224,Broadbeach Waters,8161
Queensland,309,Gold Coast,31225,Burleigh Heads,9134
Queensland,309,Gold Coast,31226,Burleigh Waters,14745
Queensland,309,Gold Coast,31227,Mermaid Beach - Broadbeach,12653
Queensland,309,Gold Coast,31228,Mermaid Waters,12703
Queensland,309,Gold Coast,31229,Miami,7095
Queensland,309,Gold Coast,31230,Coolangatta,6234
Queensland,309,Gold Coast,31231,Currumbin - Tugun,11732
Queensland,309,Gold Coast,31232,Currumbin Waters,9472
Queensland,309,Gold Coast,31233,Elanora,12544
Queensland,309,Gold Coast,31234,Palm Beach,15157
Queensland,309,Gold Coast,31235,Arundel,10645
Queensland,309,Gold Coast,31236,Biggera Waters,8912
Queensland,309,Gold Coast,31237,Coombabah,10602
Queensland,309,Gold Coast,31238,Labrador,19021
Queensland,309,Gold Coast,31239,Paradise Point - Hollywell,9772
Queensland,309,Gold Coast,31240,Runaway Bay,9427
Queensland,309,Gold Coast,31241,Guanaba - Springbrook,4371
Queensland,309,Gold Coast,31242,Tamborine - Canungra,14652
Queensland,309,Gold Coast,31243,Currumbin Valley - Tallebudgera,7421
Queensland,309,Gold Coast,31244,Mudgeeraba - Bonogin,18872
Queensland,309,Gold Coast,31245,Reedy Creek - Andrews,8213
Queensland,309,Gold Coast,31246,Carrara,12608
Queensland,309,Gold Coast,31247,Highland Park,8718
Queensland,309,Gold Coast,31248,Nerang - Mount Nathan,20938
Queensland,309,Gold Coast,31249,Pacific Pines - Gaven,18909
Queensland,309,Gold Coast,31250,Worongary - Tallai,8229
Queensland,309,Gold Coast,31251,Coomera,13807
Queensland,309,Gold Coast,31252,Helensvale,17476
Queensland,309,Gold Coast,31253,Hope Island,11699
Queensland,309,Gold Coast,31254,Jacobs Well - Alberton,3741
Queensland,309,Gold Coast,31255,Ormeau - Yatala,20246
Queensland,309,Gold Coast,31256,Oxenford - Maudsland,16313
Queensland,309,Gold Coast,31257,Pimpama,9620
Queensland,309,Gold Coast,31258,Upper Coomera - Willow Vale,32209
Queensland,309,Gold Coast,31259,Clear Island Waters,4247
Queensland,309,Gold Coast,31260,Merrimac,7245
Queensland,309,Gold Coast,31261,Robina,24187
Queensland,309,Gold Coast,31262,Varsity Lakes,15829
Queensland,309,Gold Coast,31263,Ashmore,12262
Queensland,309,Gold Coast,31264,Molendinar,6660
Queensland,309,Gold Coast,31265,Parkwood,9063
Queensland,309,Gold Coast,31266,Southport,33143
Queensland,309,Gold Coast,31267,Benowa,9081
Queensland,309,Gold Coast,31268,Bundall,4701
Queensland,309,Gold Coast,31269,Main Beach,4132
Queensland,309,Gold Coast,31270,Surfers Paradise,24969
Queensland,310,Ipswich,31271,Darra - Sumner,5241
Queensland,310,Ipswich,31272,Durack,8230
Queensland,310,Ipswich,31273,Forest Lake - Doolandella,28853
Queensland,310,Ipswich,31274,Inala - Richlands,18637
Queensland,310,Ipswich,31275,Oxley (Qld),8181
Queensland,310,Ipswich,31276,Wacol,6067
Queensland,310,Ipswich,31277,Boonah,12079
Queensland,310,Ipswich,31278,Esk,5229
Queensland,310,Ipswich,31279,Lake Manchester - England Creek,3
Queensland,310,Ipswich,31280,Lockyer Valley - East,20326
Queensland,310,Ipswich,31281,Lowood,14376
Queensland,310,Ipswich,31282,Rosewood,12111
Queensland,310,Ipswich,31283,Brassall,11193
Queensland,310,Ipswich,31284,Bundamba,9157
Queensland,310,Ipswich,31285,Churchill - Yamanto,6973
Queensland,310,Ipswich,31286,Ipswich - Central,6716
Queensland,310,Ipswich,31287,Ipswich - East,18416
Queensland,310,Ipswich,31288,Ipswich - North,4801
Queensland,310,Ipswich,31289,Karalee - Barellan Point,5718
Queensland,310,Ipswich,31290,Karana Downs,6301
Queensland,310,Ipswich,31291,Leichhardt - One Mile,7884
Queensland,310,Ipswich,31292,North Ipswich - Tivoli,6579
Queensland,310,Ipswich,31293,Raceview,15594
Queensland,310,Ipswich,31294,Ripley,4767
Queensland,310,Ipswich,31295,Riverview,3221
Queensland,310,Ipswich,31296,Bellbird Park - Brookwater,14294
Queensland,310,Ipswich,31297,Camira - Gailes,9547
Queensland,310,Ipswich,31298,Carole Park,4
Queensland,310,Ipswich,31299,Collingwood Park - Redbank,8780
Queensland,310,Ipswich,31300,Goodna,11332
Queensland,310,Ipswich,31301,New Chum,0
Queensland,310,Ipswich,31302,Redbank Plains,20011
Queensland,310,Ipswich,31303,Springfield,7059
Queensland,310,Ipswich,31304,Springfield Lakes,16089
Queensland,311,Logan - Beaudesert,31305,Beaudesert,14242
Queensland,311,Logan - Beaudesert,31306,Beenleigh,8498
Queensland,311,Logan - Beaudesert,31307,Eagleby,13690
Queensland,311,Logan - Beaudesert,31308,Edens Landing - Holmview,7698
Queensland,311,Logan - Beaudesert,31309,Mount Warren Park,5991
Queensland,311,Logan - Beaudesert,31310,Wolffdene - Bahrs Scrub,6328
Queensland,311,Logan - Beaudesert,31311,Boronia Heights - Park Ridge,12628
Queensland,311,Logan - Beaudesert,31312,Browns Plains,7637
Queensland,311,Logan - Beaudesert,31313,Chambers Flat - Logan Reserve,5259
Queensland,311,Logan - Beaudesert,31314,Crestmead,12377
Queensland,311,Logan - Beaudesert,31315,Greenbank Military Camp,0
Queensland,311,Logan - Beaudesert,31316,Hillcrest,8461
Queensland,311,Logan - Beaudesert,31317,Marsden,14903
Queensland,311,Logan - Beaudesert,31318,Munruben - Park Ridge South,4776
Queensland,311,Logan - Beaudesert,31319,Regents Park - Heritage Park,16527
Queensland,311,Logan - Beaudesert,31320,Greenbank,13203
Queensland,311,Logan - Beaudesert,31321,Jimboomba,26536
Queensland,311,Logan - Beaudesert,31322,Logan Village,7170
Queensland,311,Logan - Beaudesert,31323,Bethania - Waterford,11243
Queensland,311,Logan - Beaudesert,31324,Cornubia - Carbrook,8800
Queensland,311,Logan - Beaudesert,31325,Loganholme - Tanah Merah,11545
Queensland,311,Logan - Beaudesert,31326,Loganlea,10803
Queensland,311,Logan - Beaudesert,31327,Shailer Park,12113
Queensland,311,Logan - Beaudesert,31328,Waterford West,7512
Queensland,311,Logan - Beaudesert,31329,Daisy Hill,6895
Queensland,311,Logan - Beaudesert,31330,Kingston,10782
Queensland,311,Logan - Beaudesert,31331,Logan Central,6308
Queensland,311,Logan - Beaudesert,31332,Rochedale South - Priestdale,15984
Queensland,311,Logan - Beaudesert,31333,Slacks Creek,10800
Queensland,311,Logan - Beaudesert,31334,Springwood,9608
Queensland,311,Logan - Beaudesert,31335,Underwood,6699
Queensland,311,Logan - Beaudesert,31336,Woodridge,12990
Queensland,312,Mackay,31337,Bowen,9246
Queensland,312,Mackay,31338,Broadsound - Nebo,8724
Queensland,312,Mackay,31339,Clermont,3810
Queensland,312,Mackay,31340,Collinsville,3540
Queensland,312,Mackay,31341,Moranbah,9029
Queensland,312,Mackay,31342,Andergrove - Beaconsfield,15259
Queensland,312,Mackay,31343,East Mackay,3652
Queensland,312,Mackay,31344,Eimeo - Rural View,12673
Queensland,312,Mackay,31345,Eungella Hinterland,16
Queensland,312,Mackay,31346,Mackay,3740
Queensland,312,Mackay,31347,Mackay Harbour,527
Queensland,312,Mackay,31348,Mount Pleasant - Glenella,11107
Queensland,312,Mackay,31349,North Mackay,6158
Queensland,312,Mackay,31350,Ooralea - Bakers Creek,5108
Queensland,312,Mackay,31351,Pioneer Valley,8393
Queensland,312,Mackay,31352,Sarina,11796
Queensland,312,Mackay,31353,Seaforth - Calen,8214
Queensland,312,Mackay,31354,Shoal Point - Bucasia,5905
Queensland,312,Mackay,31355,Slade Point,3419
Queensland,312,Mackay,31356,South Mackay,6849
Queensland,312,Mackay,31357,Walkerston - Eton,8529
Queensland,312,Mackay,31358,West Mackay,6358
Queensland,312,Mackay,31359,Airlie - Whitsundays,13399
Queensland,312,Mackay,31360,Cape Conway,0
Queensland,312,Mackay,31361,Proserpine,8441
Queensland,313,Moreton Bay - North,31362,Beachmere - Sandstone Point,15148
Queensland,313,Moreton Bay - North,31363,Bribie Island,18465
Queensland,313,Moreton Bay - North,31364,Burpengary - East,4064
Queensland,313,Moreton Bay - North,31365,Caboolture,27635
Queensland,313,Moreton Bay - North,31366,Caboolture - South,20681
Queensland,313,Moreton Bay - North,31367,Elimbah,4049
Queensland,313,Moreton Bay - North,31368,Morayfield - East,8713
Queensland,313,Moreton Bay - North,31369,Wamuran,4029
Queensland,313,Moreton Bay - North,31370,Kilcoy,5564
Queensland,313,Moreton Bay - North,31371,Woodford - D`Aguilar,8104
Queensland,313,Moreton Bay - North,31372,Burpengary,14420
Queensland,313,Moreton Bay - North,31373,Deception Bay,22984
Queensland,313,Moreton Bay - North,31374,Morayfield,4976
Queensland,313,Moreton Bay - North,31375,Narangba,19204
Queensland,313,Moreton Bay - North,31376,Upper Caboolture,3364
Queensland,313,Moreton Bay - North,31377,Clontarf,8470
Queensland,313,Moreton Bay - North,31378,Margate - Woody Point,12126
Queensland,313,Moreton Bay - North,31379,Redcliffe,10456
Queensland,313,Moreton Bay - North,31380,Rothwell - Kippa-Ring,17622
Queensland,313,Moreton Bay - North,31381,Scarborough - Newport,12175
Queensland,314,Moreton Bay - South,31382,Albany Creek,16369
Queensland,314,Moreton Bay - South,31383,Cashmere,19502
Queensland,314,Moreton Bay - South,31384,Dayboro,8730
Queensland,314,Moreton Bay - South,31385,Eatons Hill,8262
Queensland,314,Moreton Bay - South,31386,Hills District,24231
Queensland,314,Moreton Bay - South,31387,Samford Valley,12130
Queensland,314,Moreton Bay - South,31388,Dakabin - Kallangur,24634
Queensland,314,Moreton Bay - South,31389,Murrumba Downs - Griffin,18136
Queensland,314,Moreton Bay - South,31390,North Lakes - Mango Hill,31141
Queensland,314,Moreton Bay - South,31391,Bray Park,10581
Queensland,314,Moreton Bay - South,31392,Lawnton,6212
Queensland,314,Moreton Bay - South,31393,Petrie,8951
Queensland,314,Moreton Bay - South,31394,Strathpine - Brendale,12749
Queensland,315,Queensland - Outback,31395,Aurukun,1323
Queensland,315,Queensland - Outback,31396,Cape York,7873
Queensland,315,Queensland - Outback,31397,Croydon - Etheridge,1119
Queensland,315,Queensland - Outback,31398,Kowanyama - Pormpuraaw,1769
Queensland,315,Queensland - Outback,31399,Northern Peninsula,2952
Queensland,315,Queensland - Outback,31400,Tablelands,6139
Queensland,315,Queensland - Outback,31401,Torres,3789
Queensland,315,Queensland - Outback,31402,Torres Strait Islands,4785
Queensland,315,Queensland - Outback,31403,Weipa,4023
Queensland,315,Queensland - Outback,31404,Carpentaria,5065
Queensland,315,Queensland - Outback,31405,Mount Isa,18999
Queensland,315,Queensland - Outback,31406,Mount Isa Region,3445
Queensland,315,Queensland - Outback,31407,Northern Highlands,3179
Queensland,315,Queensland - Outback,31408,Barcaldine - Blackall,4833
Queensland,315,Queensland - Outback,31409,Charleville,4391
Queensland,315,Queensland - Outback,31410,Far Central West,2162
Queensland,315,Queensland - Outback,31411,Far South West,2879
Queensland,315,Queensland - Outback,31412,Longreach,3727
Queensland,316,Sunshine Coast,31413,Buderim - North,17077
Queensland,316,Sunshine Coast,31414,Buderim - South,16890
Queensland,316,Sunshine Coast,31415,Mountain Creek,11698
Queensland,316,Sunshine Coast,31416,Sippy Downs,10619
Queensland,316,Sunshine Coast,31417,Aroona - Currimundi,10328
Queensland,316,Sunshine Coast,31418,Buddina - Minyama,6691
Queensland,316,Sunshine Coast,31419,Caloundra - Kings Beach,6917
Queensland,316,Sunshine Coast,31420,Caloundra - West,20842
Queensland,316,Sunshine Coast,31421,Golden Beach - Pelican Waters,12182
Queensland,316,Sunshine Coast,31422,Moffat Beach - Battery Hill,8080
Queensland,316,Sunshine Coast,31423,Parrearra - Warana,9774
Queensland,316,Sunshine Coast,31424,Wurtulla - Birtinya,8112
Queensland,316,Sunshine Coast,31425,Coolum Beach,15174
Queensland,316,Sunshine Coast,31426,Marcoola - Mudjimba,11290
Queensland,316,Sunshine Coast,31427,Maroochydore - Kuluin,19692
Queensland,316,Sunshine Coast,31428,Mooloolaba - Alexandra Headland,12203
Queensland,316,Sunshine Coast,31429,Bli Bli,8550
Queensland,316,Sunshine Coast,31430,Diddillibah - Rosemount,3839
Queensland,316,Sunshine Coast,31431,Eumundi - Yandina,10839
Queensland,316,Sunshine Coast,31432,Nambour,20430
Queensland,316,Sunshine Coast,31433,Noosa Hinterland,22671
Queensland,316,Sunshine Coast,31434,Noosa Heads,4716
Queensland,316,Sunshine Coast,31435,Noosaville,9059
Queensland,316,Sunshine Coast,31436,Peregian,11475
Queensland,316,Sunshine Coast,31437,Sunshine Beach,6871
Queensland,316,Sunshine Coast,31438,Tewantin,10505
Queensland,316,Sunshine Coast,31439,Beerwah,8397
Queensland,316,Sunshine Coast,31440,Caloundra Hinterland,8859
Queensland,316,Sunshine Coast,31441,Glass House Mountains,5928
Queensland,316,Sunshine Coast,31442,Landsborough,10434
Queensland,316,Sunshine Coast,31443,Maroochy Hinterland,6400
Queensland,316,Sunshine Coast,31444,Palmwoods,10880
Queensland,317,Toowoomba,31445,Cambooya - Wyreema,7188
Queensland,317,Toowoomba,31446,Darling Heights,14173
Queensland,317,Toowoomba,31447,Drayton - Harristown,10445
Queensland,317,Toowoomba,31448,Gatton,7632
Queensland,317,Toowoomba,31449,Gowrie (Qld),6549
Queensland,317,Toowoomba,31450,Highfields,13464
Queensland,317,Toowoomba,31451,Lockyer Valley - West,11532
Queensland,317,Toowoomba,31452,Middle Ridge,7321
Queensland,317,Toowoomba,31453,Newtown (Qld),9822
Queensland,317,Toowoomba,31454,North Toowoomba - Harlaxton,5872
Queensland,317,Toowoomba,31455,Rangeville,8488
Queensland,317,Toowoomba,31456,Toowoomba - Central,13662
Queensland,317,Toowoomba,31457,Toowoomba - East,10052
Queensland,317,Toowoomba,31458,Toowoomba - West,13401
Queensland,317,Toowoomba,31459,Wilsonton,13600
Queensland,318,Townsville,31460,Ayr,9254
Queensland,318,Townsville,31461,Burdekin,8004
Queensland,318,Townsville,31462,Charters Towers,8282
Queensland,318,Townsville,31463,Dalrymple,3792
Queensland,318,Townsville,31464,Ingham,4482
Queensland,318,Townsville,31465,Ingham Region,6508
Queensland,318,Townsville,31466,Palm Island,2602
Queensland,318,Townsville,31467,Aitkenvale,4929
Queensland,318,Townsville,31468,Annandale,10397
Queensland,318,Townsville,31469,Belgian Gardens - Pallarenda,3357
Queensland,318,Townsville,31470,Bohle Plains,7392
Queensland,318,Townsville,31471,Condon - Rasmussen,10784
Queensland,318,Townsville,31472,Cranbrook,6036
Queensland,318,Townsville,31473,Deeragun,23125
Queensland,318,Townsville,31474,Douglas,8066
Queensland,318,Townsville,31475,Garbutt - West End,6784
Queensland,318,Townsville,31476,Gulliver - Currajong - Vincent,7926
Queensland,318,Townsville,31477,Heatley,4112
Queensland,318,Townsville,31478,Hermit Park - Rosslea,5265
Queensland,318,Townsville,31479,Hyde Park - Pimlico,4811
Queensland,318,Townsville,31480,Kelso,10900
Queensland,318,Townsville,31481,Kirwan - East,7998
Queensland,318,Townsville,31482,Kirwan - West,15954
Queensland,318,Townsville,31483,Magnetic Island,2413
Queensland,318,Townsville,31484,Mount Louisa,9472
Queensland,318,Townsville,31485,Mundingburra,3726
Queensland,318,Townsville,31486,Northern Beaches,6500
Queensland,318,Townsville,31487,Oonoonba,6784
Queensland,318,Townsville,31488,South Townsville - Railway Estate,5336
Queensland,318,Townsville,31489,Townsville - South,4336
Queensland,318,Townsville,31490,Townsville City - North Ward,9452
Queensland,318,Townsville,31491,Wulguru - Roseneath,6258
Queensland,319,Wide Bay,31492,Ashfield - Kepnock,5307
Queensland,319,Wide Bay,31493,Bargara - Burnett Heads,16883
Queensland,319,Wide Bay,31494,Branyan - Kensington,4803
Queensland,319,Wide Bay,31495,Bundaberg,6258
Queensland,319,Wide Bay,31496,Bundaberg East - Kalkie,5584
Queensland,319,Wide Bay,31497,Bundaberg North - Gooburrum,7356
Queensland,319,Wide Bay,31498,Bundaberg Region - North,9000
Queensland,319,Wide Bay,31499,Bundaberg Region - South,9966
Queensland,319,Wide Bay,31500,Millbank - Avoca,7532
Queensland,319,Wide Bay,31501,Svensson Heights - Norville,5702
Queensland,319,Wide Bay,31502,Walkervale - Avenell Heights,10885
Queensland,319,Wide Bay,31503,Gayndah - Mundubbera,6731
Queensland,319,Wide Bay,31504,Gin Gin,5169
Queensland,319,Wide Bay,31505,Kingaroy,10548
Queensland,319,Wide Bay,31506,Kingaroy Region - North,9759
Queensland,319,Wide Bay,31507,Kingaroy Region - South,3945
Queensland,319,Wide Bay,31508,Monto - Eidsvold,3892
Queensland,319,Wide Bay,31509,Nanango,9800
Queensland,319,Wide Bay,31510,North Burnett,8
Queensland,319,Wide Bay,31511,Cooloola,6331
Queensland,319,Wide Bay,31512,Gympie - North,14422
Queensland,319,Wide Bay,31513,Gympie - South,6882
Queensland,319,Wide Bay,31514,Gympie Region,18871
Queensland,319,Wide Bay,31515,Kilkivan,3710
Queensland,319,Wide Bay,31516,Booral - River Heads,4684
Queensland,319,Wide Bay,31517,Craignish - Dundowran Beach,4873
Queensland,319,Wide Bay,31518,Pialba - Eli Waters,14135
Queensland,319,Wide Bay,31519,Point Vernon,5780
Queensland,319,Wide Bay,31520,Torquay - Scarness - Kawungan,15199
Queensland,319,Wide Bay,31521,Urangan - Wondunna,12819
Queensland,319,Wide Bay,31522,Burrum - Fraser,9724
Queensland,319,Wide Bay,31523,Granville,3236
Queensland,319,Wide Bay,31524,Maryborough (Qld),18522
Queensland,319,Wide Bay,31525,Maryborough Region - South,8492
Queensland,319,Wide Bay,31526,Tinana,5556
South Australia,401,Adelaide - Central and Hills,41001,Adelaide,16137
South Australia,401,Adelaide - Central and Hills,41002,North Adelaide,7259
South Australia,401,Adelaide - Central and Hills,41003,Adelaide Hills,6876
South Australia,401,Adelaide - Central and Hills,41004,Aldgate - Stirling,17853
South Australia,401,Adelaide - Central and Hills,41005,Hahndorf - Echunga,4485
South Australia,401,Adelaide - Central and Hills,41006,Lobethal - Woodside,9145
South Australia,401,Adelaide - Central and Hills,41007,Mount Barker,17654
South Australia,401,Adelaide - Central and Hills,41008,Mount Barker Region,6304
South Australia,401,Adelaide - Central and Hills,41009,Nairne,5125
South Australia,401,Adelaide - Central and Hills,41010,Uraidla - Summertown,5525
South Australia,401,Adelaide - Central and Hills,41011,Burnside - Wattle Park,19201
South Australia,401,Adelaide - Central and Hills,41012,Glenside - Beaumont,10057
South Australia,401,Adelaide - Central and Hills,41013,Toorak Gardens,16206
South Australia,401,Adelaide - Central and Hills,41014,Athelstone,9351
South Australia,401,Adelaide - Central and Hills,41015,Paradise - Newton,20041
South Australia,401,Adelaide - Central and Hills,41016,Rostrevor - Magill,22241
South Australia,401,Adelaide - Central and Hills,41017,Norwood (SA),10509
South Australia,401,Adelaide - Central and Hills,41018,Payneham - Felixstow,12602
South Australia,401,Adelaide - Central and Hills,41019,St Peters - Marden,13332
South Australia,401,Adelaide - Central and Hills,41020,Nailsworth - Broadview,6187
South Australia,401,Adelaide - Central and Hills,41021,Prospect,14908
South Australia,401,Adelaide - Central and Hills,41022,Walkerville,7838
South Australia,401,Adelaide - Central and Hills,41023,Goodwood - Millswood,18086
South Australia,401,Adelaide - Central and Hills,41024,Unley - Parkside,20830
South Australia,402,Adelaide - North,41025,Gawler - North,9294
South Australia,402,Adelaide - North,41026,Gawler - South,19915
South Australia,402,Adelaide - North,41027,Lewiston - Two Wells,5684
South Australia,402,Adelaide - North,41028,Craigmore - Blakeview,18443
South Australia,402,Adelaide - North,41029,Davoren Park,17948
South Australia,402,Adelaide - North,41030,Elizabeth,10468
South Australia,402,Adelaide - North,41031,Elizabeth East,13055
South Australia,402,Adelaide - North,41032,Munno Para West - Angle Vale,12329
South Australia,402,Adelaide - North,41033,One Tree Hill,2576
South Australia,402,Adelaide - North,41034,Smithfield - Elizabeth North,12350
South Australia,402,Adelaide - North,41035,Virginia - Waterloo Corner,4296
South Australia,402,Adelaide - North,41036,Enfield - Blair Athol,23676
South Australia,402,Adelaide - North,41037,Northgate - Oakden - Gilles Plains,25155
South Australia,402,Adelaide - North,41038,Windsor Gardens,20768
South Australia,402,Adelaide - North,41039,Dry Creek - North,0
South Australia,402,Adelaide - North,41040,Ingle Farm,15072
South Australia,402,Adelaide - North,41041,Para Hills,14915
South Australia,402,Adelaide - North,41042,Parafield,104
South Australia,402,Adelaide - North,41043,Parafield Gardens,17285
South Australia,402,Adelaide - North,41044,Paralowie,17130
South Australia,402,Adelaide - North,41045,Pooraka,21730
South Australia,402,Adelaide - North,41046,Salisbury,17866
South Australia,402,Adelaide - North,41047,Salisbury East,17771
South Australia,402,Adelaide - North,41048,Salisbury North,17656
South Australia,402,Adelaide - North,41049,Golden Grove,10545
South Australia,402,Adelaide - North,41050,Greenwith,9114
South Australia,402,Adelaide - North,41051,Highbury - Dernancourt,10702
South Australia,402,Adelaide - North,41052,Hope Valley - Modbury,16725
South Australia,402,Adelaide - North,41053,Modbury Heights,19253
South Australia,402,Adelaide - North,41054,Redwood Park,16322
South Australia,402,Adelaide - North,41055,St Agnes - Ridgehaven,12629
South Australia,403,Adelaide - South,41056,Brighton (SA),14212
South Australia,403,Adelaide - South,41057,Glenelg (SA),20477
South Australia,403,Adelaide - South,41058,Edwardstown,13834
South Australia,403,Adelaide - South,41059,Hallett Cove,12670
South Australia,403,Adelaide - South,41060,Marino - Seaview Downs,9584
South Australia,403,Adelaide - South,41061,Mitchell Park,15473
South Australia,403,Adelaide - South,41062,Morphettville,14947
South Australia,403,Adelaide - South,41063,Sheidow Park - Trott Park,10311
South Australia,403,Adelaide - South,41064,Warradale,15279
South Australia,403,Adelaide - South,41065,Belair,4708
South Australia,403,Adelaide - South,41066,Bellevue Heights,7617
South Australia,403,Adelaide - South,41067,Blackwood,12230
South Australia,403,Adelaide - South,41068,Colonel Light Gardens,15941
South Australia,403,Adelaide - South,41069,Mitcham (SA),16346
South Australia,403,Adelaide - South,41070,Panorama,8227
South Australia,403,Adelaide - South,41071,Aberfoyle Park,11765
South Australia,403,Adelaide - South,41072,Aldinga,15554
South Australia,403,Adelaide - South,41073,Christie Downs,9468
South Australia,403,Adelaide - South,41074,Christies Beach,10356
South Australia,403,Adelaide - South,41075,Clarendon,2712
South Australia,403,Adelaide - South,41076,Coromandel Valley,4398
South Australia,403,Adelaide - South,41077,Flagstaff Hill,10741
South Australia,403,Adelaide - South,41078,Hackham - Onkaparinga Hills,6389
South Australia,403,Adelaide - South,41079,Hackham West - Huntfield Heights,7655
South Australia,403,Adelaide - South,41080,Happy Valley,13882
South Australia,403,Adelaide - South,41081,Happy Valley Reservoir,0
South Australia,403,Adelaide - South,41082,Lonsdale,26
South Australia,403,Adelaide - South,41083,McLaren Vale,6028
South Australia,403,Adelaide - South,41084,Morphett Vale - East,13712
South Australia,403,Adelaide - South,41085,Morphett Vale - West,9629
South Australia,403,Adelaide - South,41086,Reynella,10240
South Australia,403,Adelaide - South,41087,Seaford (SA),22857
South Australia,403,Adelaide - South,41088,Willunga,3432
South Australia,403,Adelaide - South,41089,Woodcroft,11532
South Australia,404,Adelaide - West,41090,Beverley,7942
South Australia,404,Adelaide - West,41091,Flinders Park,14918
South Australia,404,Adelaide - West,41092,Henley Beach,15303
South Australia,404,Adelaide - West,41093,Hindmarsh - Brompton,18102
South Australia,404,Adelaide - West,41094,Royal Park - Hendon - Albert Park,5953
South Australia,404,Adelaide - West,41095,Seaton - Grange,16714
South Australia,404,Adelaide - West,41096,West Lakes,14630
South Australia,404,Adelaide - West,41097,Woodville - Cheltenham,17943
South Australia,404,Adelaide - West,41098,Dry Creek - South,0
South Australia,404,Adelaide - West,41099,Largs Bay - Semaphore,14767
South Australia,404,Adelaide - West,41100,North Haven,14455
South Australia,404,Adelaide - West,41101,Port Adelaide,11003
South Australia,404,Adelaide - West,41102,The Parks,19028
South Australia,404,Adelaide - West,41103,Torrens Island,3
South Australia,404,Adelaide - West,41104,Adelaide Airport,0
South Australia,404,Adelaide - West,41105,Fulham,2729
South Australia,404,Adelaide - West,41106,Lockleys,13182
South Australia,404,Adelaide - West,41107,Plympton,24785
South Australia,404,Adelaide - West,41108,Richmond (SA),16911
South Australia,404,Adelaide - West,41109,West Beach,5151
South Australia,405,Barossa - Yorke - Mid North,41110,Barossa - Angaston,6282
South Australia,405,Barossa - Yorke - Mid North,41111,Light,9184
South Australia,405,Barossa - Yorke - Mid North,41112,Lyndoch,6340
South Australia,405,Barossa - Yorke - Mid North,41113,Mallala,3238
South Australia,405,Barossa - Yorke - Mid North,41114,Nuriootpa,6731
South Australia,405,Barossa - Yorke - Mid North,41115,Tanunda,4718
South Australia,405,Barossa - Yorke - Mid North,41116,Clare,4121
South Australia,405,Barossa - Yorke - Mid North,41117,Gilbert Valley,5029
South Australia,405,Barossa - Yorke - Mid North,41118,Goyder,4244
