State,SA4 code,SA4 name,SA2 code,SA2 name,Total Persons
Victoria,206,Melbourne - Inner,21140,Carlton North - Princes Hill,9020
Victoria,206,Melbourne - Inner,21141,Collingwood,9144
Victoria,206,Melbourne - Inner,21142,Fitzroy,11464
Victoria,206,Melbourne - Inner,21143,Fitzroy North,13211
Victoria,206,Melbourne - Inner,21144,Richmond (Vic.),32848
Victoria,206,Melbourne - Inner,21145,Yarra - North,9705
Victoria,207,Melbourne - Inner East,21146,Ashburton (Vic.),8277
Victoria,207,Melbourne - Inner East,21147,Balwyn,16700
Victoria,207,Melbourne - Inner East,21148,Balwyn North,21340
Victoria,207,Melbourne - Inner East,21149,Camberwell,22567
Victoria,207,Melbourne - Inner East,21150,Glen Iris - East,17130
Victoria,207,Melbourne - Inner East,21151,Hawthorn,24700
Victoria,207,Melbourne - Inner East,21152,Hawthorn East,16289
Victoria,207,Melbourne - Inner East,21153,Kew,26314
Victoria,207,Melbourne - Inner East,21154,Kew East,6825
Victoria,207,Melbourne - Inner East,21155,Surrey Hills (West) - Canterbury,17219
Victoria,207,Melbourne - Inner East,21156,Bulleen,11648
Victoria,207,Melbourne - Inner East,21157,Doncaster,21864
Victoria,207,Melbourne - Inner East,21158,Doncaster East,30086
Victoria,207,Melbourne - Inner East,21159,Templestowe,17620
Victoria,207,Melbourne - Inner East,21160,Templestowe Lower,14375
Victoria,207,Melbourne - Inner East,21161,Blackburn,22480
Victoria,207,Melbourne - Inner East,21162,Blackburn South,11274
Victoria,207,Melbourne - Inner East,21163,Box Hill,20973
Victoria,207,Melbourne - Inner East,21164,Box Hill North,18359
Victoria,207,Melbourne - Inner East,21165,Burwood,12937
Victoria,207,Melbourne - Inner East,21166,Burwood East,10807
Victoria,207,Melbourne - Inner East,21167,Surrey Hills (East) - Mont Albert,10426
Victoria,208,Melbourne - Inner South,21168,Beaumaris,14172
Victoria,208,Melbourne - Inner South,21169,Brighton (Vic.),24297
Victoria,208,Melbourne - Inner South,21170,Brighton East,16701
Victoria,208,Melbourne - Inner South,21171,Cheltenham - Highett (West),11439
Victoria,208,Melbourne - Inner South,21172,Hampton,18732
Victoria,208,Melbourne - Inner South,21173,Sandringham - Black Rock,17396
Victoria,208,Melbourne - Inner South,21174,Bentleigh - McKinnon,23869
Victoria,208,Melbourne - Inner South,21175,Bentleigh East,29455
Victoria,208,Melbourne - Inner South,21176,Carnegie,19104
Victoria,208,Melbourne - Inner South,21177,Caulfield - North,22207
Victoria,208,Melbourne - Inner South,21178,Caulfield - South,18456
Victoria,208,Melbourne - Inner South,21179,Elsternwick,12061
Victoria,208,Melbourne - Inner South,21180,Hughesdale,8002
Victoria,208,Melbourne - Inner South,21181,Murrumbeena,9771
Victoria,208,Melbourne - Inner South,21182,Ormond - Glen Huntly,14089
Victoria,208,Melbourne - Inner South,21183,Aspendale Gardens - Waterways,9487
Victoria,208,Melbourne - Inner South,21184,Braeside,86
Victoria,208,Melbourne - Inner South,21185,Carrum - Patterson Lakes,12144
Victoria,208,Melbourne - Inner South,21186,Chelsea - Bonbeach,14810
Victoria,208,Melbourne - Inner South,21187,Chelsea Heights,5517
Victoria,208,Melbourne - Inner South,21188,Cheltenham - Highett (East),23352
Victoria,208,Melbourne - Inner South,21189,Edithvale - Aspendale,13307
Victoria,208,Melbourne - Inner South,21190,Mentone,13709
Victoria,208,Melbourne - Inner South,21191,Moorabbin - Heatherton,9237
Victoria,208,Melbourne - Inner South,21192,Moorabbin Airport,0
Victoria,208,Melbourne - Inner South,21193,Mordialloc - Parkdale,20873
Victoria,208,Melbourne - Inner South,21194,Malvern - Glen Iris,21265
Victoria,208,Melbourne - Inner South,21195,Malvern East,22543
Victoria,209,Melbourne - North East,21196,Bundoora - East,10355
Victoria,209,Melbourne - North East,21197,Greensborough,21392
Victoria,209,Melbourne - North East,21198,Heidelberg - Rosanna,15578
Victoria,209,Melbourne - North East,21199,Heidelberg West,14840
Victoria,209,Melbourne - North East,21200,Ivanhoe,12040
Victoria,209,Melbourne - North East,21201,Ivanhoe East - Eaglemont,8116
Victoria,209,Melbourne - North East,21202,Montmorency - Briar Hill,16765
Victoria,209,Melbourne - North East,21203,Viewbank - Yallambie,19090
Victoria,209,Melbourne - North East,21204,Watsonia,9517
Victoria,209,Melbourne - North East,21205,Kingsbury,11938
Victoria,209,Melbourne - North East,21206,Preston,34058
Victoria,209,Melbourne - North East,21207,Reservoir - East,28460
Victoria,209,Melbourne - North East,21208,Reservoir - West,25295
Victoria,209,Melbourne - North East,21209,Eltham,23951
Victoria,209,Melbourne - North East,21210,Hurstbridge,3624
Victoria,209,Melbourne - North East,21211,Kinglake,3990
Victoria,209,Melbourne - North East,21212,Panton Hill - St Andrews,5423
Victoria,209,Melbourne - North East,21213,Plenty - Yarrambat,9941
Victoria,209,Melbourne - North East,21214,Research - North Warrandyte,7011
Victoria,209,Melbourne - North East,21215,Wattle Glen - Diamond Creek,14330
Victoria,209,Melbourne - North East,21216,Bundoora - North,7854
Victoria,209,Melbourne - North East,21217,Bundoora - West,6604
Victoria,209,Melbourne - North East,21218,Epping,43863
Victoria,209,Melbourne - North East,21219,Lalor,24114
Victoria,209,Melbourne - North East,21220,Mill Park - North,18775
Victoria,209,Melbourne - North East,21221,Mill Park - South,12481
Victoria,209,Melbourne - North East,21222,South Morang,64251
Victoria,209,Melbourne - North East,21223,Thomastown,21551
Victoria,209,Melbourne - North East,21224,Wallan,16700
Victoria,209,Melbourne - North East,21225,Whittlesea,8388
Victoria,210,Melbourne - North West,21226,Airport West,7918
Victoria,210,Melbourne - North West,21227,Essendon Airport,0
Victoria,210,Melbourne - North West,21228,Keilor,8887
Victoria,210,Melbourne - North West,21229,Keilor East,27556
Victoria,210,Melbourne - North West,21230,Niddrie - Essendon West,7216
Victoria,210,Melbourne - North West,21231,Strathmore,9895
Victoria,210,Melbourne - North West,21232,Gisborne,13345
Victoria,210,Melbourne - North West,21233,Macedon,3541
Victoria,210,Melbourne - North West,21234,Riddells Creek,4185
Victoria,210,Melbourne - North West,21235,Romsey,9668
Victoria,210,Melbourne - North West,21236,Coburg North,8095
Victoria,210,Melbourne - North West,21237,Fawkner,14558
Victoria,210,Melbourne - North West,21238,Glenroy - Hadfield,32303
Victoria,210,Melbourne - North West,21239,Pascoe Vale,24631
Victoria,210,Melbourne - North West,21240,Sunbury,13272
Victoria,210,Melbourne - North West,21241,Sunbury - South,27706
Victoria,210,Melbourne - North West,21242,Broadmeadows,14106
Victoria,210,Melbourne - North West,21243,Campbellfield - Coolaroo,17011
Victoria,210,Melbourne - North West,21244,Craigieburn - Mickleham,56349
Victoria,210,Melbourne - North West,21245,Gladstone Park - Westmeadows,18416
Victoria,210,Melbourne - North West,21246,Greenvale - Bulla,16360
Victoria,210,Melbourne - North West,21247,Meadow Heights,15986
Victoria,210,Melbourne - North West,21248,Melbourne Airport,212
Victoria,210,Melbourne - North West,21249,Roxburgh Park - Somerton,24073
Victoria,210,Melbourne - North West,21250,Tullamarine,6783
Victoria,211,Melbourne - Outer East,21251,Bayswater,12609
Victoria,211,Melbourne - Outer East,21252,Boronia - The Basin,27370
Victoria,211,Melbourne - Outer East,21253,Ferntree Gully,29531
Victoria,211,Melbourne - Outer East,21254,Knoxfield - Scoresby,15742
Victoria,211,Melbourne - Outer East,21255,Lysterfield,6905
Victoria,211,Melbourne - Outer East,21256,Rowville - Central,15969
Victoria,211,Melbourne - Outer East,21257,Rowville - North,8357
Victoria,211,Melbourne - Outer East,21258,Rowville - South,11073
Victoria,211,Melbourne - Outer East,21259,Wantirna,14546
Victoria,211,Melbourne - Outer East,21260,Wantirna South,18610
Victoria,211,Melbourne - Outer East,21261,Donvale - Park Orchards,16779
Victoria,211,Melbourne - Outer East,21262,Warrandyte - Wonga Park,10647
Victoria,211,Melbourne - Outer East,21263,Bayswater North,12239
Victoria,211,Melbourne - Outer East,21264,Croydon,34508
Victoria,211,Melbourne - Outer East,21265,Croydon Hills - Warranwood,18763
Victoria,211,Melbourne - Outer East,21266,Ringwood,17916
Victoria,211,Melbourne - Outer East,21267,Ringwood East,21142
Victoria,211,Melbourne - Outer East,21268,Ringwood North,9956
Victoria,211,Melbourne - Outer East,21269,Forest Hill,11101
Victoria,211,Melbourne - Outer East,21270,Mitcham (Vic.),16867
Victoria,211,Melbourne - Outer East,21271,Nunawading,12464
Victoria,211,Melbourne - Outer East,21272,Vermont,10932
Victoria,211,Melbourne - Outer East,21273,Vermont South,12233
Victoria,211,Melbourne - Outer East,21274,Belgrave - Selby,10452
Victoria,211,Melbourne - Outer East,21275,Chirnside Park,10276
Victoria,211,Melbourne - Outer East,21276,Healesville - Yarra Glen,14172
Victoria,211,Melbourne - Outer East,21277,Kilsyth,9498
Victoria,211,Melbourne - Outer East,21278,Lilydale - Coldstream,19420
Victoria,211,Melbourne - Outer East,21279,Monbulk - Silvan,5864
Victoria,211,Melbourne - Outer East,21280,Montrose,7094
Victoria,211,Melbourne - Outer East,21281,Mooroolbark,22960
Victoria,211,Melbourne - Outer East,21282,Mount Dandenong - Olinda,10204
Victoria,211,Melbourne - Outer East,21283,Mount Evelyn,10048
Victoria,211,Melbourne - Outer East,21284,Upwey - Tecoma,9950
Victoria,211,Melbourne - Outer East,21285,Wandin - Seville,7917
Victoria,211,Melbourne - Outer East,21286,Yarra Valley,16640
Victoria,212,Melbourne - South East,21287,Beaconsfield - Officer,14188
Victoria,212,Melbourne - South East,21288,Bunyip - Garfield,8896
Victoria,212,Melbourne - South East,21289,Emerald - Cockatoo,18686
Victoria,212,Melbourne - South East,21290,Koo Wee Rup,7760
Victoria,212,Melbourne - South East,21291,Pakenham - North,18775
Victoria,212,Melbourne - South East,21292,Pakenham - South,29485
Victoria,212,Melbourne - South East,21293,Berwick - North,23870
Victoria,212,Melbourne - South East,21294,Berwick - South,26930
Victoria,212,Melbourne - South East,21295,Doveton,11916
Victoria,212,Melbourne - South East,21296,Endeavour Hills,26586
Victoria,212,Melbourne - South East,21297,Hallam,11383
Victoria,212,Melbourne - South East,21298,Narre Warren,28752
Victoria,212,Melbourne - South East,21299,Narre Warren North,8082
Victoria,212,Melbourne - South East,21300,Cranbourne,20859
Victoria,212,Melbourne - South East,21301,Cranbourne East,26826
Victoria,212,Melbourne - South East,21302,Cranbourne North,20916
Victoria,212,Melbourne - South East,21303,Cranbourne South,9176
Victoria,212,Melbourne - South East,21304,Cranbourne West,15746
Victoria,212,Melbourne - South East,21305,Hampton Park - Lynbrook,26871
Victoria,212,Melbourne - South East,21306,Lynbrook - Lyndhurst,16166
Victoria,212,Melbourne - South East,21307,Narre Warren South,31404
Victoria,212,Melbourne - South East,21308,Pearcedale - Tooradin,8038
Victoria,212,Melbourne - South East,21309,Clarinda - Oakleigh South,12281
Victoria,212,Melbourne - South East,21310,Clayton South,13443
Victoria,212,Melbourne - South East,21311,Dandenong,32801
Victoria,212,Melbourne - South East,21312,Dandenong North,23728
Victoria,212,Melbourne - South East,21313,Dingley Village,10777
Victoria,212,Melbourne - South East,21314,Keysborough,27377
Victoria,212,Melbourne - South East,21315,Noble Park,32896
Victoria,212,Melbourne - South East,21316,Noble Park North,7912
Victoria,212,Melbourne - South East,21317,Springvale,22953
Victoria,212,Melbourne - South East,21318,Springvale South,13285
Victoria,212,Melbourne - South East,21319,Ashwood - Chadstone,19310
Victoria,212,Melbourne - South East,21320,Clayton,23855
Victoria,212,Melbourne - South East,21321,Glen Waverley - East,22027
Victoria,212,Melbourne - South East,21322,Glen Waverley - West,20245
Victoria,212,Melbourne - South East,21323,Mount Waverley - North,16175
Victoria,212,Melbourne - South East,21324,Mount Waverley - South,19256
Victoria,212,Melbourne - South East,21325,Mulgrave,20526
Victoria,212,Melbourne - South East,21326,Oakleigh - Huntingdale,22537
Victoria,212,Melbourne - South East,21327,Wheelers Hill,20917
Victoria,213,Melbourne - West,21328,Ardeer - Albion,8151
Victoria,213,Melbourne - West,21329,Cairnlea,10325
Victoria,213,Melbourne - West,21330,Deer Park - Derrimut,27772
Victoria,213,Melbourne - West,21331,Delahey,8738
Victoria,213,Melbourne - West,21332,Keilor Downs,14024
Victoria,213,Melbourne - West,21333,Kings Park (Vic.),14769
Victoria,213,Melbourne - West,21334,St Albans - North,21270
Victoria,213,Melbourne - West,21335,St Albans - South,18352
Victoria,213,Melbourne - West,21336,Sunshine,10256
Victoria,213,Melbourne - West,21337,Sunshine North,12331
Victoria,213,Melbourne - West,21338,Sunshine West,19657
Victoria,213,Melbourne - West,21339,Sydenham,12682
Victoria,213,Melbourne - West,21340,Taylors Lakes,18531
Victoria,213,Melbourne - West,21341,Altona,13277
Victoria,213,Melbourne - West,21342,Altona Meadows,20141
Victoria,213,Melbourne - West,21343,Altona North,14724
Victoria,213,Melbourne - West,21344,Newport,18484
Victoria,213,Melbourne - West,21345,Seabrook,5439
Victoria,213,Melbourne - West,21346,Williamstown,16277
Victoria,213,Melbourne - West,21347,Braybrook,19384
Victoria,213,Melbourne - West,21348,Footscray,17536
Victoria,213,Melbourne - West,21349,Maribyrnong,12975
Victoria,213,Melbourne - West,21350,Seddon - Kingsville,9709
Victoria,213,Melbourne - West,21351,West Footscray - Tottenham,12152
Victoria,213,Melbourne - West,21352,Yarraville,15599
Victoria,213,Melbourne - West,21353,Bacchus Marsh,20992
Victoria,213,Melbourne - West,21354,Caroline Springs,32372
Victoria,213,Melbourne - West,21355,Hillside,21362
Victoria,213,Melbourne - West,21356,Melton,19614
Victoria,213,Melbourne - West,21357,Melton South,24237
Victoria,213,Melbourne - West,21358,Melton West,18266
Victoria,213,Melbourne - West,21359,Rockbank - Mount Cottrell,3183
Victoria,213,Melbourne - West,21360,Taylors Hill,20267
Victoria,213,Melbourne - West,21361,Hoppers Crossing - North,20034
Victoria,213,Melbourne - West,21362,Hoppers Crossing - South,20366
Victoria,213,Melbourne - West,21363,Laverton,9429
Victoria,213,Melbourne - West,21364,Point Cook,52611
Victoria,213,Melbourne - West,21365,Tarneit,36532
Victoria,213,Melbourne - West,21366,Truganina,24977
Victoria,213,Melbourne - West,21367,Werribee,33076
Victoria,213,Melbourne - West,21368,Werribee - South,11844
Victoria,213,Melbourne - West,21369,Wyndham Vale,24269
Victoria,214,Mornington Peninsula,21370,Carrum Downs,21535
Victoria,214,Mornington Peninsula,21371,Frankston,23451
Victoria,214,Mornington Peninsula,21372,Frankston North,19947
Victoria,214,Mornington Peninsula,21373,Frankston South,19035
Victoria,214,Mornington Peninsula,21374,Langwarrin,24792
Victoria,214,Mornington Peninsula,21375,Seaford (Vic.),17138
Victoria,214,Mornington Peninsula,21376,Skye - Sandhurst,13613
Victoria,214,Mornington Peninsula,21377,Dromana,11474
Victoria,214,Mornington Peninsula,21378,Flinders,5657
Victoria,214,Mornington Peninsula,21379,Hastings - Somers,22806
Victoria,214,Mornington Peninsula,21380,Mornington,24894
Victoria,214,Mornington Peninsula,21381,Mount Eliza,18798
Victoria,214,Mornington Peninsula,21382,Mount Martha,19317
Victoria,214,Mornington Peninsula,21383,Point Nepean,17726
Victoria,214,Mornington Peninsula,21384,Rosebud - McCrae,21499
Victoria,214,Mornington Peninsula,21385,Somerville,18691
Victoria,215,North West,21386,Ararat,8362
Victoria,215,North West,21387,Ararat Region,3183
Victoria,215,North West,21388,Horsham,16395
Victoria,215,North West,21389,Horsham Region,3443
Victoria,215,North West,21390,Nhill Region,6908
Victoria,215,North West,21391,St Arnaud,3348
Victoria,215,North West,21392,Stawell,8237
Victoria,215,North West,21393,West Wimmera,2766
Victoria,215,North West,21394,Yarriambiack,6688
Victoria,215,North West,21395,Irymple,6927
Victoria,215,North West,21396,Merbein,4783
Victoria,215,North West,21397,Mildura,33206
Victoria,215,North West,21398,Mildura Region,3727
Victoria,215,North West,21399,Red Cliffs,5921
Victoria,215,North West,21400,Buloke,6231
Victoria,215,North West,21401,Gannawarra,6652
Victoria,215,North West,21402,Kerang,3903
Victoria,215,North West,21403,Robinvale,3427
Victoria,215,North West,21404,Swan Hill,11042
Victoria,215,North West,21405,Swan Hill Region,6442
Victoria,216,Shepparton,21406,Echuca,14688
Victoria,216,Shepparton,21407,Kyabram,11003
Victoria,216,Shepparton,21408,Lockington - Gunbower,3892
Victoria,216,Shepparton,21409,Rochester,3958
Victoria,216,Shepparton,21410,Rushworth,4041
Victoria,216,Shepparton,21411,Cobram,6381
Victoria,216,Shepparton,21412,Moira,2580
Victoria,216,Shepparton,21413,Numurkah,12343
Victoria,216,Shepparton,21414,Yarrawonga,8002
Victoria,216,Shepparton,21415,Mooroopna,8018
Victoria,216,Shepparton,21416,Shepparton - North,19014
Victoria,216,Shepparton,21417,Shepparton - South,23661
Victoria,216,Shepparton,21418,Shepparton Region - East,3890
Victoria,216,Shepparton,21419,Shepparton Region - West,10305
Victoria,217,Warrnambool and South West,21420,Glenelg (Vic.),8738
Victoria,217,Warrnambool and South West,21421,Hamilton (Vic.),10040
Victoria,217,Warrnambool and South West,21422,Portland,10950
Victoria,217,Warrnambool and South West,21423,Southern Grampians,6127
Victoria,217,Warrnambool and South West,21424,Camperdown,3493
Victoria,217,Warrnambool and South West,21425,Colac,12411
Victoria,217,Warrnambool and South West,21426,Colac Region,5402
Victoria,217,Warrnambool and South West,21427,Corangamite - North,5435
Victoria,217,Warrnambool and South West,21428,Corangamite - South,7192
Victoria,217,Warrnambool and South West,21429,Moyne - East,6709
Victoria,217,Warrnambool and South West,21430,Moyne - West,9561
Victoria,217,Warrnambool and South West,21431,Otway,3571
Victoria,217,Warrnambool and South West,21432,Warrnambool - North,21440
Victoria,217,Warrnambool and South West,21433,Warrnambool - South,13178
Queensland,301,Brisbane - East,31001,Alexandra Hills,16870
Queensland,301,Brisbane - East,31002,Belmont - Gumdale,7715
Queensland,301,Brisbane - East,31003,Birkdale,15485
Queensland,301,Brisbane - East,31004,Capalaba,18198
Queensland,301,Brisbane - East,31005,Thorneside,3875
Queensland,301,Brisbane - East,31006,Wellington Point,12031
Queensland,301,Brisbane - East,31007,Cleveland,15292
Queensland,301,Brisbane - East,31008,Ormiston,5956
Queensland,301,Brisbane - East,31009,Redland Bay,16088
Queensland,301,Brisbane - East,31010,Redland Islands,9592
Queensland,301,Brisbane - East,31011,Sheldon - Mount Cotton,8256
Queensland,301,Brisbane - East,31012,Thornlands,15300
Queensland,301,Brisbane - East,31013,Victoria Point,15424
Queensland,301,Brisbane - East,31014,Brisbane Port - Lytton,9
Queensland,301,Brisbane - East,31015,Manly - Lota,7729
Queensland,301,Brisbane - East,31016,Manly West,11755
Queensland,301,Brisbane - East,31017,Murarrie,4321
Queensland,301,Brisbane - East,31018,Tingalpa,9004
Queensland,301,Brisbane - East,31019,Wakerley,9271
Queensland,301,Brisbane - East,31020,Wynnum,13691
Queensland,301,Brisbane - East,31021,Wynnum West - Hemmant,15266
Queensland,302,Brisbane - North,31022,Bald Hills,7486
Queensland,302,Brisbane - North,31023,Bridgeman Downs,8460
Queensland,302,Brisbane - North,31024,Carseldine,9378
Queensland,302,Brisbane - North,31025,Everton Park,9104
Queensland,302,Brisbane - North,31026,McDowall,7872
Queensland,302,Brisbane - North,31027,Aspley,12665
Queensland,302,Brisbane - North,31028,Chermside,9761
Queensland,302,Brisbane - North,31029,Chermside West,6537
Queensland,302,Brisbane - North,31030,Geebung,4477
Queensland,302,Brisbane - North,31031,Kedron - Gordon Park,14299
Queensland,302,Brisbane - North,31032,Stafford,6783
Queensland,302,Brisbane - North,31033,Stafford Heights,7062
Queensland,302,Brisbane - North,31034,Wavell Heights,10188
Queensland,302,Brisbane - North,31035,Boondall,9521
Queensland,302,Brisbane - North,31036,Brisbane Airport,116
Queensland,302,Brisbane - North,31037,Eagle Farm - Pinkenba,870
Queensland,302,Brisbane - North,31038,Northgate - Virginia,6831
Queensland,302,Brisbane - North,31039,Nudgee - Banyo,10048
Queensland,302,Brisbane - North,31040,Nundah,12861
Queensland,302,Brisbane - North,31041,Bracken Ridge,17516
Queensland,302,Brisbane - North,31042,Brighton (Qld),9830
Queensland,302,Brisbane - North,31043,Deagon,3785
Queensland,302,Brisbane - North,31044,Sandgate - Shorncliffe,7001
Queensland,302,Brisbane - North,31045,Taigum - Fitzgibbon,12667
Queensland,302,Brisbane - North,31046,Zillmere,9286
Queensland,303,Brisbane - South,31047,Camp Hill,11623
Queensland,303,Brisbane - South,31048,Cannon Hill,6060
Queensland,303,Brisbane - South,31049,Carina,11439
Queensland,303,Brisbane - South,31050,Carina Heights,6829
Queensland,303,Brisbane - South,31051,Carindale,16394
Queensland,303,Brisbane - South,31052,Annerley,12062
Queensland,303,Brisbane - South,31053,Coorparoo,16835
Queensland,303,Brisbane - South,31054,Fairfield - Dutton Park,5092
Queensland,303,Brisbane - South,31055,Greenslopes,9679
Queensland,303,Brisbane - South,31056,Holland Park,8659
Queensland,303,Brisbane - South,31057,Holland Park West,6627
Queensland,303,Brisbane - South,31058,Woolloongabba,5886
Queensland,303,Brisbane - South,31059,Yeronga,10012
Queensland,303,Brisbane - South,31060,Eight Mile Plains,15939
Queensland,303,Brisbane - South,31061,Macgregor (Qld),6182
Queensland,303,Brisbane - South,31062,Mansfield (Qld),9053
Queensland,303,Brisbane - South,31063,Mount Gravatt,15479
Queensland,303,Brisbane - South,31064,Rochedale - Burbank,6651
Queensland,303,Brisbane - South,31065,Upper Mount Gravatt,9840
Queensland,303,Brisbane - South,31066,Wishart,11238
Queensland,303,Brisbane - South,31067,Coopers Plains,5759
Queensland,303,Brisbane - South,31068,Moorooka,10857
Queensland,303,Brisbane - South,31069,Robertson,5410
Queensland,303,Brisbane - South,31070,Salisbury - Nathan,7470
Queensland,303,Brisbane - South,31071,Tarragindi,11130
Queensland,303,Brisbane - South,31072,Algester,8724
Queensland,303,Brisbane - South,31073,Calamvale - Stretton,22418
Queensland,303,Brisbane - South,31074,Pallara - Willawong,4876
Queensland,303,Brisbane - South,31075,Parkinson - Drewvale,16137
Queensland,303,Brisbane - South,31076,Rocklea - Acacia Ridge,9920
Queensland,303,Brisbane - South,31077,Kuraby,8726
Queensland,303,Brisbane - South,31078,Runcorn,15146
Queensland,303,Brisbane - South,31079,Sunnybank,9379
Queensland,303,Brisbane - South,31080,Sunnybank Hills,19133
Queensland,304,Brisbane - West,31081,Jindalee - Mount Ommaney,7869
Queensland,304,Brisbane - West,31082,Middle Park - Jamboree Heights,7322
Queensland,304,Brisbane - West,31083,Riverhills,4176
Queensland,304,Brisbane - West,31084,Seventeen Mile Rocks - Sinnamon Park,9884
Queensland,304,Brisbane - West,31085,Westlake,4549
Queensland,304,Brisbane - West,31086,Bellbowrie - Moggill,10509
Queensland,304,Brisbane - West,31087,Brookfield - Kenmore Hills,6993
Queensland,304,Brisbane - West,31088,Chapel Hill,10857
Queensland,304,Brisbane - West,31089,Fig Tree Pocket,4260
Queensland,304,Brisbane - West,31090,Kenmore,9136
Queensland,304,Brisbane - West,31091,Pinjarra Hills - Pullenvale,5633
Queensland,304,Brisbane - West,31092,Chelmer - Graceville,7705
Queensland,304,Brisbane - West,31093,Corinda,5084
Queensland,304,Brisbane - West,31094,Indooroopilly,12800
Queensland,304,Brisbane - West,31095,Sherwood,5882
Queensland,304,Brisbane - West,31096,St Lucia,13487
Queensland,304,Brisbane - West,31097,Taringa,8949
Queensland,304,Brisbane - West,31098,Enoggera,8543
Queensland,304,Brisbane - West,31099,Enoggera Reservoir,26
Queensland,304,Brisbane - West,31100,Keperra,7339
Queensland,304,Brisbane - West,31101,Mitchelton,8625
Queensland,304,Brisbane - West,31102,Mount Coot-tha,0
Queensland,304,Brisbane - West,31103,The Gap,17204
Queensland,304,Brisbane - West,31104,Upper Kedron - Ferny Grove,10305
Queensland,305,Brisbane Inner City,31105,Brisbane City,11036
Queensland,305,Brisbane Inner City,31106,Fortitude Valley,7622
Queensland,305,Brisbane Inner City,31107,Highgate Hill,6705
Queensland,305,Brisbane Inner City,31108,Kangaroo Point,8847
Queensland,305,Brisbane Inner City,31109,New Farm,13578
Queensland,305,Brisbane Inner City,31110,South Brisbane,7777
Queensland,305,Brisbane Inner City,31111,Spring Hill,6468
Queensland,305,Brisbane Inner City,31112,West End,10211
Queensland,305,Brisbane Inner City,31113,Balmoral,4494
Queensland,305,Brisbane Inner City,31114,Bulimba,7076
Queensland,305,Brisbane Inner City,31115,East Brisbane,6055
Queensland,305,Brisbane Inner City,31116,Hawthorne,5328
Queensland,305,Brisbane Inner City,31117,Morningside - Seven Hills,13279
Queensland,305,Brisbane Inner City,31118,Norman Park,6612
Queensland,305,Brisbane Inner City,31119,Albion,2973
Queensland,305,Brisbane Inner City,31120,Alderley,6276
Queensland,305,Brisbane Inner City,31121,Ascot,5368
Queensland,305,Brisbane Inner City,31122,Clayfield,10962
Queensland,305,Brisbane Inner City,31123,Grange,4427
Queensland,305,Brisbane Inner City,31124,Hamilton (Qld),6579
Queensland,305,Brisbane Inner City,31125,Hendra,4850
Queensland,305,Brisbane Inner City,31126,Kelvin Grove - Herston,10722
Queensland,305,Brisbane Inner City,31127,Newmarket,5246
Queensland,305,Brisbane Inner City,31128,Newstead - Bowen Hills,11436
Queensland,305,Brisbane Inner City,31129,Wilston,4153
Queensland,305,Brisbane Inner City,31130,Windsor,7623
Queensland,305,Brisbane Inner City,31131,Wooloowin - Lutwyche,10167
Queensland,305,Brisbane Inner City,31132,Ashgrove,13901
Queensland,305,Brisbane Inner City,31133,Auchenflower,5923
Queensland,305,Brisbane Inner City,31134,Bardon,10229
Queensland,305,Brisbane Inner City,31135,Paddington - Milton,11592
Queensland,305,Brisbane Inner City,31136,Red Hill (Qld),6194
Queensland,305,Brisbane Inner City,31137,Toowong,11547
Queensland,306,Cairns,31138,Brinsmead,5580
Queensland,306,Cairns,31139,Clifton Beach - Kewarra Beach,11197
Queensland,306,Cairns,31140,Freshwater - Stratford,3760
Queensland,306,Cairns,31141,Redlynch,13278
Queensland,306,Cairns,31142,Trinity Beach - Smithfield,14450
Queensland,306,Cairns,31143,Yorkeys Knob - Machans Beach,6289
Queensland,306,Cairns,31144,Bentley Park,8284
Queensland,306,Cairns,31145,Cairns City,12089
Queensland,306,Cairns,31146,Earlville - Bayview Heights,8563
Queensland,306,Cairns,31147,Edmonton,11084
Queensland,306,Cairns,31148,Gordonvale - Trinity,8908
Queensland,306,Cairns,31149,Kanimbla - Mooroobool,10221
Queensland,306,Cairns,31150,Lamb Range,0
Queensland,306,Cairns,31151,Manoora,6257
Queensland,306,Cairns,31152,Manunda,5600
Queensland,306,Cairns,31153,Mount Sheridan,8516
Queensland,306,Cairns,31154,Westcourt - Bungalow,6553
Queensland,306,Cairns,31155,White Rock,4878
Queensland,306,Cairns,31156,Whitfield - Edge Hill,8483
Queensland,306,Cairns,31157,Woree,4959
Queensland,306,Cairns,31158,Babinda,4312
Queensland,306,Cairns,31159,Innisfail,9637
Queensland,306,Cairns,31160,Johnstone,8025
Queensland,306,Cairns,31161,Tully,10921
Queensland,306,Cairns,31162,Wooroonooran,3
Queensland,306,Cairns,31163,Yarrabah,2703
Queensland,306,Cairns,31164,Daintree,6453
Queensland,306,Cairns,31165,Port Douglas,5429
Queensland,306,Cairns,31166,Atherton,10957
Queensland,306,Cairns,31167,Herberton,5738
Queensland,306,Cairns,31168,Kuranda,4684
Queensland,306,Cairns,31169,Malanda - Yungaburra,8617
Queensland,306,Cairns,31170,Mareeba,11334
Queensland,307,Darling Downs - Maranoa,31171,Balonne,4480
Queensland,307,Darling Downs - Maranoa,31172,Chinchilla,8321
Queensland,307,Darling Downs - Maranoa,31173,Goondiwindi,6515
Queensland,307,Darling Downs - Maranoa,31174,Inglewood - Waggamba,4292
Queensland,307,Darling Downs - Maranoa,31175,Miles - Wandoan,4141
Queensland,307,Darling Downs - Maranoa,31176,Roma,7056
