SA2_MAINCODE_2011,SA2_NAME_2011,SUA_CODE_2011,SUA_NAME_2011,AREA_ALBERS_SQKM
101011001,Goulburn,1014,Goulburn,64.6442605973
101011002,Goulburn Region,1000,Not in any Significant Urban Area (NSW),9035.1153863356
101011003,Yass,1000,Not in any Significant Urban Area (NSW),99.7338519055
101011004,Yass Region,1000,Not in any Significant Urban Area (NSW),5681.9651693377
101011005,Young,1000,Not in any Significant Urban Area (NSW),505.7537113116
101011006,Young Region,1000,Not in any Significant Urban Area (NSW),5849.4015822735
101021007,Braidwood,1000,Not in any Significant Urban Area (NSW),3418.4957883031
101021008,Karabar,8001,Canberra - Queanbeyan,6.9822899969
101021009,Queanbeyan,8001,Canberra - Queanbeyan,4.7636111167
101021010,Queanbeyan - East,8001,Canberra - Queanbeyan,13.0038813403
101021011,Queanbeyan Region,1000,Not in any Significant Urban Area (NSW),3054.1973595977
101021012,Queanbeyan West - Jerrabomberra,8001,Canberra - Queanbeyan,13.6784728756
101031013,Bombala,1000,Not in any Significant Urban Area (NSW),3989.1186541670
101031014,Cooma,1000,Not in any Significant Urban Area (NSW),103.6699573706
101031015,Cooma Region,1000,Not in any Significant Urban Area (NSW),6249.0129301357
101031016,Jindabyne - Berridale,1000,Not in any Significant Urban Area (NSW),3940.0285461231
101041017,Batemans Bay,1004,Batemans Bay,63.7399637467
101041018,Batemans Bay - South,1004,Batemans Bay,30.5946079571
101041019,Bega - Tathra,1000,Not in any Significant Urban Area (NSW),184.3636900731
101041020,Bega-Eden Hinterland,1000,Not in any Significant Urban Area (NSW),4709.4200061362
101041021,Broulee - Tomakin,1000,Not in any Significant Urban Area (NSW),24.2017976655
101041022,Deua - Wadbilliga,1000,Not in any Significant Urban Area (NSW),2782.4467778674
101041023,Eden,1000,Not in any Significant Urban Area (NSW),94.8141492548
101041024,Eurobodalla Hinterland,1000,Not in any Significant Urban Area (NSW),1459.9876131816
101041025,Merimbula - Tura Beach,1000,Not in any Significant Urban Area (NSW),97.2920392324
101041026,Moruya - Tuross Head,1000,Not in any Significant Urban Area (NSW),165.4353126422
101041027,Narooma - Bermagui,1000,Not in any Significant Urban Area (NSW),252.6437567628
102011028,Avoca Beach - Copacabana,1009,Central Coast,6.4369273789
102011029,Box Head - MacMasters Beach,1009,Central Coast,32.0864596745
102011030,Calga - Kulnura,1000,Not in any Significant Urban Area (NSW),767.8960863637
102011031,Erina - Green Point,1009,Central Coast,33.7840360983
102011032,Gosford - Springfield,1009,Central Coast,16.9142274429
102011033,Kariong,1009,Central Coast,8.3063957268
102011034,Kincumber - Picketts Valley,1009,Central Coast,12.0891308554
102011035,Narara,1009,Central Coast,7.7022173739
102011036,Niagara Park - Lisarow,1009,Central Coast,16.7363796035
102011037,Point Clare - Koolewong,1009,Central Coast,6.7876476175
102011038,Saratoga - Davistown,1009,Central Coast,4.7683878075
102011039,Terrigal - North Avoca,1009,Central Coast,10.1069882116
102011040,Umina - Booker Bay - Patonga,1009,Central Coast,25.1110698322
102011041,Wamberal - Forresters Beach,1009,Central Coast,13.7260777862
102011042,Woy Woy - Blackwall,1009,Central Coast,17.4230464482
102011043,Wyoming,1009,Central Coast,8.3724713299
102021044,Bateau Bay - Killarney Vale,1009,Central Coast,10.8542435174
102021045,Blue Haven - San Remo,1009,Central Coast,20.9803502428
102021046,Budgewoi - Buff Point - Halekulani,1009,Central Coast,9.3534258338
102021047,Chittaway Bay - Tumbi Umbi,1009,Central Coast,24.5719541848
102021048,Gorokan - Kanwal - Charmhaven,1009,Central Coast,11.2484505044
102021049,Jilliby - Yarramalong,1000,Not in any Significant Urban Area (NSW),346.7345182585
102021050,Lake Munmorah - Mannering Park,1009,Central Coast,35.4949278999
102021051,Ourimbah - Fountaindale,1009,Central Coast,114.1170863398
102021052,Summerland Point - Gwandalan,1009,Central Coast,9.1791973559
102021053,The Entrance,1009,Central Coast,13.8581642598
102021054,Toukley - Norah Head,1009,Central Coast,10.5221954161
102021055,Tuggerah - Kangy Angy,1009,Central Coast,27.7741163699
102021056,Warnervale - Wadalba,1009,Central Coast,42.8897958289
102021057,Wyong,1009,Central Coast,15.0335727069
103011058,Bathurst,1005,Bathurst,119.4395397345
103011059,Bathurst - East,1005,Bathurst,94.0541643387
103011060,Bathurst Region,1000,Not in any Significant Urban Area (NSW),3798.9961089735
103011061,Oberon,1000,Not in any Significant Urban Area (NSW),2972.1978723857
103021062,Condobolin,1000,Not in any Significant Urban Area (NSW),15859.9491834309
103021063,Cowra,1000,Not in any Significant Urban Area (NSW),242.1433594080
103021064,Cowra Region,1000,Not in any Significant Urban Area (NSW),3037.5000781916
103021065,Forbes,1000,Not in any Significant Urban Area (NSW),4598.1342761064
103021066,Grenfell,1000,Not in any Significant Urban Area (NSW),3294.3122767443
103021067,Parkes (NSW),1026,Parkes,234.6594431677
103021068,Parkes Region,1000,Not in any Significant Urban Area (NSW),5417.0784429356
103021069,West Wyalong,1000,Not in any Significant Urban Area (NSW),8317.6175664719
103031070,Lithgow,1019,Lithgow,119.9846688581
103031071,Lithgow Region,1000,Not in any Significant Urban Area (NSW),2513.7186102295
103031072,Mudgee,1000,Not in any Significant Urban Area (NSW),65.9195183871
103031073,Mudgee Region - East,1000,Not in any Significant Urban Area (NSW),2851.8218793745
103031074,Mudgee Region - West,1000,Not in any Significant Urban Area (NSW),8043.7594550110
103031075,Wollangambe - Wollemi,1000,Not in any Significant Urban Area (NSW),2448.3396230067
103041076,Blayney,1000,Not in any Significant Urban Area (NSW),1642.5386363057
103041077,Orange,1025,Orange,45.2394765088
103041078,Orange - North,1025,Orange,99.4156170673
103041079,Orange Region,1000,Not in any Significant Urban Area (NSW),4480.9903970463
104011080,Grafton,1015,Grafton,106.4116284591
104011081,Grafton Region,1000,Not in any Significant Urban Area (NSW),8445.7806356801
104011082,Maclean - Yamba - Iluka,1000,Not in any Significant Urban Area (NSW),711.0500340556
104021083,Bellingen,1000,Not in any Significant Urban Area (NSW),1000.9949477869
104021084,Coffs Harbour - North,1011,Coffs Harbour,25.6840057582
104021085,Coffs Harbour - South,1011,Coffs Harbour,33.6998258112
104021086,Coramba - Nana Glen - Bucca,1000,Not in any Significant Urban Area (NSW),363.8991775158
104021087,Dorrigo,1000,Not in any Significant Urban Area (NSW),1987.7085536515
104021088,Korora - Emerald Beach,1011,Coffs Harbour,57.6642489417
104021089,Sawtell - Boambee,1011,Coffs Harbour,118.2752348270
104021090,Urunga,1000,Not in any Significant Urban Area (NSW),108.4079445873
104021091,Woolgoolga - Arrawarra,1011,Coffs Harbour,270.2038681040
105011092,Bourke - Brewarrina,1000,Not in any Significant Urban Area (NSW),56850.2406917814
105011093,Cobar,1000,Not in any Significant Urban Area (NSW),45543.3780424050
105011094,Coonamble,1000,Not in any Significant Urban Area (NSW),12142.7583527336
105011095,Nyngan - Warren,1000,Not in any Significant Urban Area (NSW),21216.3454224414
105011096,Walgett - Lightning Ridge,1000,Not in any Significant Urban Area (NSW),27011.7493277595
105021097,Broken Hill,1007,Broken Hill,170.2944900171
105021098,Far West,1000,Not in any Significant Urban Area (NSW),146690.9701034970
105031099,Coonabarabran,1000,Not in any Significant Urban Area (NSW),10473.8831189219
105031100,Dubbo - East,1012,Dubbo,87.6600156558
105031101,Dubbo - South,1012,Dubbo,25.4324636640
105031102,Dubbo - West,1012,Dubbo,69.4367097320
105031103,Dubbo Region,1000,Not in any Significant Urban Area (NSW),4130.1356424829
105031104,Gilgandra,1000,Not in any Significant Urban Area (NSW),5393.9405257074
105031105,Narromine,1000,Not in any Significant Urban Area (NSW),5955.0352812523
105031106,Wellington,1000,Not in any Significant Urban Area (NSW),3603.0337342207
106011107,Branxton - Greta - Pokolbin,1000,Not in any Significant Urban Area (NSW),392.2866381642
106011108,Cessnock,1010,Cessnock,68.9811081214
106011109,Cessnock Region,1000,Not in any Significant Urban Area (NSW),1570.6825104862
106011110,Dungog,1000,Not in any Significant Urban Area (NSW),2250.0173356268
106011111,Kurri Kurri - Abermain,1017,Kurri Kurri - Weston,90.6136120606
106011112,Singleton,1028,Singleton,127.2159933463
106011113,Singleton Region,1000,Not in any Significant Urban Area (NSW),4067.7517996816
106021114,Maitland,1023,Newcastle - Maitland,32.0762821633
106021115,Maitland - East,1023,Newcastle - Maitland,40.5893900405
106021116,Maitland - North,1023,Newcastle - Maitland,70.5586893612
106021117,Maitland - West,1023,Newcastle - Maitland,175.4355130264
106021118,Thornton - Millers Forest,1023,Newcastle - Maitland,61.4650829917
106031119,Anna Bay,1022,Nelson Bay - Corlette,68.0496282093
106031120,Lemon Tree Passage - Tanilba Bay,1000,Not in any Significant Urban Area (NSW),29.9822871447
106031121,Nelson Bay Peninsula,1022,Nelson Bay - Corlette,47.4757050277
106031122,Raymond Terrace,1023,Newcastle - Maitland,109.4865849737
106031123,Seaham - Woodville,1000,Not in any Significant Urban Area (NSW),247.4869266223
106031124,Tea Gardens - Hawks Nest,1000,Not in any Significant Urban Area (NSW),204.3100753970
106031125,Williamtown - Medowie - Karuah,1000,Not in any Significant Urban Area (NSW),365.2035356947
106041126,Muswellbrook,1021,Muswellbrook,262.4181037966
106041127,Muswellbrook Region,1000,Not in any Significant Urban Area (NSW),3142.5761519526
106041128,Scone,1000,Not in any Significant Urban Area (NSW),118.5630731080
106041129,Scone Region,1000,Not in any Significant Urban Area (NSW),7948.8874080439
107011130,Berkeley - Warrawong - Windang,1035,Wollongong,24.9720815937
107011131,Dapto - Avondale,1035,Wollongong,56.7464636555
107011132,Horsley - Kembla Grange,1035,Wollongong,44.2394620376
107011133,Port Kembla Industrial,1035,Wollongong,12.7160921902
107011134,Unanderra - Mount Kembla,1035,Wollongong,25.1321750475
107021135,Illawarra Catchment Reserve,1000,Not in any Significant Urban Area (NSW),744.4736609845
107031136,Albion Park - Macquarie Pass,1035,Wollongong,75.1334564547
107031137,Albion Park Rail,1035,Wollongong,7.1533353599
107031138,Kiama,1035,Wollongong,13.8548116539
107031139,Kiama Downs - Minnamurra,1035,Wollongong,7.2611413267
107031140,Kiama Hinterland - Gerringong,1000,Not in any Significant Urban Area (NSW),222.4275588992
107031141,Shellharbour - Flinders,1035,Wollongong,49.5754543464
107031142,Shellharbour - Oak Flats,1035,Wollongong,6.0175122013
107031143,Warilla,1035,Wollongong,9.4803935079
107041144,Balgownie - Fairy Meadow,1035,Wollongong,12.3168979470
107041145,Corrimal - Tarrawanna - Bellambi,1035,Wollongong,11.0688084555
107041146,Figtree - Keiraville,1035,Wollongong,18.7562641677
107041147,Helensburgh,1035,Wollongong,154.6915651244
107041148,Thirroul - Austinmer - Coalcliff,1035,Wollongong,16.0624462758
107041149,Wollongong,1035,Wollongong,11.1889675551
107041150,Woonona - Bulli - Russell Vale,1035,Wollongong,15.8135474491
108011151,Bulahdelah - Stroud,1000,Not in any Significant Urban Area (NSW),2334.1421762467
108011152,Forster,1013,Forster - Tuncurry,33.8736891617
108011153,Forster-Tuncurry Region,1000,Not in any Significant Urban Area (NSW),749.4248827437
108011154,Tuncurry,1013,Forster - Tuncurry,15.6688458748
108021155,Kempsey,1000,Not in any Significant Urban Area (NSW),195.1850865533
108021156,Kempsey Region,1000,Not in any Significant Urban Area (NSW),3627.2330055974
108021157,Macksville - Scotts Head,1000,Not in any Significant Urban Area (NSW),83.8016668877
108021158,Nambucca Heads,1000,Not in any Significant Urban Area (NSW),31.0333476145
108021159,Nambucca Heads Region,1000,Not in any Significant Urban Area (NSW),1356.1133191576
108021160,South West Rocks,1000,Not in any Significant Urban Area (NSW),45.9665868823
108031161,Lord Howe Island,1000,Not in any Significant Urban Area (NSW),16.2920308493
108041162,Laurieton - Bonny Hills,1008,Camden Haven,524.9093411235
108041163,Port Macquarie - East,1027,Port Macquarie,42.0825446029
108041164,Port Macquarie - West,1027,Port Macquarie,54.1689146273
108041165,Port Macquarie Region,1000,Not in any Significant Urban Area (NSW),2871.7650908477
108041166,Wauchope,1000,Not in any Significant Urban Area (NSW),194.8495753190
108051167,Gloucester,1000,Not in any Significant Urban Area (NSW),2933.1990080857
108051168,Old Bar - Manning Point - Red Head,1000,Not in any Significant Urban Area (NSW),209.6069837997
108051169,Taree,1032,Taree,125.1219910151
108051170,Taree Region,1000,Not in any Significant Urban Area (NSW),3344.8496234751
108051171,Wingham,1032,Taree,61.5304131455
109011172,Albury - East,1001,Albury - Wodonga,101.5137764071
109011173,Albury - North,1001,Albury - Wodonga,24.1614594711
109011174,Albury - South,1001,Albury - Wodonga,48.4206229650
109011175,Albury Region,1000,Not in any Significant Urban Area (NSW),5402.2263812159
109011176,Lavington,1001,Albury - Wodonga,21.4242727704
109021177,Hay,1000,Not in any Significant Urban Area (NSW),13920.1345547284
109021178,Wentworth - Buronga,2013,Mildura - Wentworth,323.0099342509
109021179,Wentworth-Balranald Region,1000,Not in any Significant Urban Area (NSW),49724.6444344142
109031180,Corowa,1000,Not in any Significant Urban Area (NSW),77.2037308994
109031181,Corowa Region,1000,Not in any Significant Urban Area (NSW),4494.6197189984
109031182,Deniliquin,1000,Not in any Significant Urban Area (NSW),143.1876145645
109031183,Deniliquin Region,1000,Not in any Significant Urban Area (NSW),18337.9642975855
109031184,Moama,2007,Echuca - Moama,167.1017543954
109031185,Tocumwal - Finley - Jerilderie,1000,Not in any Significant Urban Area (NSW),5010.6648536050
110011186,Armidale,1002,Armidale,274.6855274694
110011187,Armidale Region - North,1000,Not in any Significant Urban Area (NSW),6097.9416173507
110011188,Armidale Region - South,1000,Not in any Significant Urban Area (NSW),3280.1380519398
110011189,Walcha,1000,Not in any Significant Urban Area (NSW),6742.6681267686
110021190,Glen Innes,1000,Not in any Significant Urban Area (NSW),5480.3585174872
110021191,Inverell,1000,Not in any Significant Urban Area (NSW),207.6684321443
110021192,Inverell Region - East,1000,Not in any Significant Urban Area (NSW),9272.3931840080
110021193,Inverell Region - West,1000,Not in any Significant Urban Area (NSW),8283.5850899793
110021194,Tenterfield,1000,Not in any Significant Urban Area (NSW),7322.2744864909
110031195,Moree,1000,Not in any Significant Urban Area (NSW),69.3969658306
110031196,Moree Region,1000,Not in any Significant Urban Area (NSW),19813.2074202346
110031197,Narrabri,1000,Not in any Significant Urban Area (NSW),180.3632865208
110031198,Narrabri Region,1000,Not in any Significant Urban Area (NSW),11964.7217393834
110041199,Gunnedah,1000,Not in any Significant Urban Area (NSW),90.1530299963
110041200,Gunnedah Region,1000,Not in any Significant Urban Area (NSW),5766.2428591185
110041201,Quirindi,1000,Not in any Significant Urban Area (NSW),5077.9145183904
110041202,Tamworth - East,1031,Tamworth,102.1759714244
110041203,Tamworth - North,1031,Tamworth,76.0788885477
110041204,Tamworth - West,1031,Tamworth,62.4075239533
110041205,Tamworth Region,1000,Not in any Significant Urban Area (NSW),8980.5474709510
111011206,Belmont - Bennetts Green,1023,Newcastle - Maitland,22.2117422317
111011207,Belmont South - Blacksmiths,1023,Newcastle - Maitland,6.8059197168
111011208,Charlestown - Dudley,1023,Newcastle - Maitland,22.2814630113
111011209,Glendale - Cardiff - Hillsborough,1023,Newcastle - Maitland,21.9217468454
111011210,Mount Hutton - Windale,1023,Newcastle - Maitland,6.2682920794
111011211,Redhead,1023,Newcastle - Maitland,3.6825772639
111011212,Swansea - Caves Beach,1023,Newcastle - Maitland,32.4074424399
111011213,Valentine - Eleebana,1023,Newcastle - Maitland,9.9749407271
111011214,Warners Bay - Boolaroo,1023,Newcastle - Maitland,12.5405954435
111021215,Bolton Point - Teralba,1023,Newcastle - Maitland,21.9659790623
111021216,Bonnells Bay - Silverwater,1020,Morisset - Cooranbong,10.1553474623
111021217,Edgeworth - Cameron Park,1023,Newcastle - Maitland,15.6073960846
111021218,Morisset - Cooranbong,1020,Morisset - Cooranbong,330.5554078266
111021219,Toronto - Awaba,1023,Newcastle - Maitland,43.6913097066
111021220,Wangi Wangi - Rathmines,1023,Newcastle - Maitland,12.4881333571
111021221,West Wallsend - Barnsley - Killingworth,1023,Newcastle - Maitland,72.5449688959
111031222,Adamstown - Kotara,1023,Newcastle - Maitland,8.0116586024
111031223,Beresfield - Hexham,1023,Newcastle - Maitland,59.2420802724
111031224,Hamilton - Broadmeadow,1023,Newcastle - Maitland,6.7496291211
111031225,Lambton - New Lambton,1023,Newcastle - Maitland,10.5446205029
111031226,Maryland - Fletcher - Minmi,1023,Newcastle - Maitland,17.2788001318
111031227,Mayfield - Warabrook,1023,Newcastle - Maitland,7.5368149218
111031228,Merewether - The Junction,1023,Newcastle - Maitland,7.2453725879
111031229,Newcastle - Cooks Hill,1023,Newcastle - Maitland,3.9695339455
111031230,Newcastle Port - Kooragang,1023,Newcastle - Maitland,30.8882550072
111031231,Shortland - Jesmond,1023,Newcastle - Maitland,12.7094532096
111031232,Stockton - Fullerton Cove,1023,Newcastle - Maitland,30.5262806209
111031233,Wallsend - Elermore Vale,1023,Newcastle - Maitland,21.5187420548
111031234,Waratah - North Lambton,1023,Newcastle - Maitland,5.1136060168
111031235,Wickham - Carrington - Tighes Hill,1023,Newcastle - Maitland,3.5518431367
112011236,Ballina,1003,Ballina,35.5971765337
112011237,Ballina Region,1000,Not in any Significant Urban Area (NSW),406.8587436170
112011238,Bangalow,1000,Not in any Significant Urban Area (NSW),186.5360371070
112011239,Brunswick Heads - Ocean Shores,1000,Not in any Significant Urban Area (NSW),54.3832142536
112011240,Byron Bay,1000,Not in any Significant Urban Area (NSW),39.7765720263
112011241,Evans Head,1000,Not in any Significant Urban Area (NSW),543.5847458807
112011242,Lennox Head - Skennars Head,1003,Ballina,37.8451717489
112011243,Mullumbimby,1000,Not in any Significant Urban Area (NSW),268.1766564647
112021244,Casino,1000,Not in any Significant Urban Area (NSW),138.9629672031
112021245,Casino Region,1000,Not in any Significant Urban Area (NSW),3950.0922650990
112021246,Goonellabah,1018,Lismore,25.2225668727
112021247,Kyogle,1000,Not in any Significant Urban Area (NSW),1979.5991197761
112021248,Lismore,1018,Lismore,63.3169845385
112021249,Lismore Region,1000,Not in any Significant Urban Area (NSW),1233.3180645822
112031250,Kingscliff - Fingal Head,3006,Gold Coast - Tweed Heads,38.4092735596
112031251,Murwillumbah,1000,Not in any Significant Urban Area (NSW),24.2410512677
112031252,Murwillumbah Region,1000,Not in any Significant Urban Area (NSW),908.3057846532
112031253,Pottsville,3006,Gold Coast - Tweed Heads,189.3357036379
112031254,Tweed Heads,3006,Gold Coast - Tweed Heads,100.2602442624
112031255,Tweed Heads - South,3006,Gold Coast - Tweed Heads,46.8902559180
113011256,Griffith (NSW),1016,Griffith,56.4767683695
113011257,Griffith Region,1000,Not in any Significant Urban Area (NSW),23020.9460258268
113011258,Leeton,1000,Not in any Significant Urban Area (NSW),373.7851792008
113011259,Narrandera,1000,Not in any Significant Urban Area (NSW),5409.2967394417
113021260,Tumbarumba,1000,Not in any Significant Urban Area (NSW),4524.8587933479
113021261,Tumut,1000,Not in any Significant Urban Area (NSW),40.4809054287
113021262,Tumut Region,1000,Not in any Significant Urban Area (NSW),4609.5962540620
113031263,Cootamundra,1000,Not in any Significant Urban Area (NSW),1656.1220614620
113031264,Gundagai,1000,Not in any Significant Urban Area (NSW),2361.9963669984
113031265,Junee,1000,Not in any Significant Urban Area (NSW),1970.8645486058
113031266,Temora,1000,Not in any Significant Urban Area (NSW),3434.2614627395
113031267,Wagga Wagga - East,1034,Wagga Wagga,54.0471143877
113031268,Wagga Wagga - North,1034,Wagga Wagga,53.1817323614
113031269,Wagga Wagga - South,1034,Wagga Wagga,29.4303484417
113031270,Wagga Wagga - West,1034,Wagga Wagga,54.9357017823
113031271,Wagga Wagga Region,1000,Not in any Significant Urban Area (NSW),9336.6288521988
114011272,Berry - Kangaroo Valley,1000,Not in any Significant Urban Area (NSW),536.3351221952
114011273,Callala Bay - Currarong,1000,Not in any Significant Urban Area (NSW),166.9086758526
114011274,Culburra Beach,1000,Not in any Significant Urban Area (NSW),76.4073467688
114011275,Ettrema - Sassafras - Budawang,1000,Not in any Significant Urban Area (NSW),2144.5394053291
114011276,Huskisson - Vincentia,1000,Not in any Significant Urban Area (NSW),31.0179335632
114011277,North Nowra - Bomaderry,1024,Nowra - Bomaderry,100.7311184278
114011278,Nowra,1024,Nowra - Bomaderry,101.7059832292
114011279,St Georges Basin - Erowal Bay,1029,St Georges Basin - Sanctuary Point,76.9462447466
114011280,Sussex Inlet - Berrara,1000,Not in any Significant Urban Area (NSW),39.8389170250
114011281,Tomerong - Wandandian - Woollamia,1000,Not in any Significant Urban Area (NSW),375.9421589096
114011282,Ulladulla,1033,Ulladulla,46.7694842596
114011283,Ulladulla Region,1000,Not in any Significant Urban Area (NSW),677.6221193180
114021284,Bowral,1006,Bowral - Mittagong,55.8735992386
114021285,Hill Top - Colo Vale,1006,Bowral - Mittagong,174.3926258639
114021286,Mittagong,1006,Bowral - Mittagong,73.3259122800
114021287,Moss Vale - Berrima,1006,Bowral - Mittagong,118.2231286460
114021288,Robertson - Fitzroy Falls,1000,Not in any Significant Urban Area (NSW),498.0645824553
114021289,Southern Highlands,1000,Not in any Significant Urban Area (NSW),1409.1759290256
115011290,Baulkham Hills (East),1030,Sydney,8.2965611776
115011291,Baulkham Hills (West) - Bella Vista,1030,Sydney,11.0185330947
115011292,Castle Hill,1030,Sydney,15.1049511852
115011293,Cherrybrook,1030,Sydney,10.2865635268
115011294,Glenhaven,1030,Sydney,7.2397455662
115011295,Kellyville,1030,Sydney,12.2486509292
115011296,West Pennant Hills,1030,Sydney,7.8075896244
115021297,Dural - Kenthurst - Wisemans Ferry,1030,Sydney,377.4757586648
115021298,Galston - Laughtondale,1030,Sydney,191.6991981173
115031299,Bilpin - Colo - St Albans,1000,Not in any Significant Urban Area (NSW),2159.6157993472
115031300,Kurrajong Heights - Ebenezer,1030,Sydney,331.8510588711
115041301,Pitt Town - McGraths Hill,1030,Sydney,81.6367365812
115041302,Rouse Hill - Beaumont Hills,1030,Sydney,36.7239327128
116011303,Blacktown (East) - Kings Park,1030,Sydney,7.9750300701
116011304,Blacktown (North) - Marayong,1030,Sydney,7.3831699708
116011305,Blacktown (South),1030,Sydney,8.0350789748
116011306,Doonside - Woodcroft,1030,Sydney,9.8521214604
116011307,Lalor Park - Kings Langley,1030,Sydney,11.8155674652
116011308,Seven Hills - Toongabbie,1030,Sydney,11.2044840830
116021309,Glenwood,1030,Sydney,5.0595083303
116021310,Parklea - Kellyville Ridge,1030,Sydney,9.8778429414
116021311,Quakers Hill - Acacia Gardens,1030,Sydney,8.7134800509
116021312,Riverstone - Marsden Park,1030,Sydney,79.3580499164
116031313,Bidwill - Hebersham - Emerton,1030,Sydney,6.0943615249
116031314,Glendenning Dean Park,1030,Sydney,5.1483464433
116031315,Hassall Grove - Plumpton,1030,Sydney,6.2053372333
116031316,Lethbridge Park - Tregear,1030,Sydney,11.3554542310
116031317,Mount Druitt - Whalan,1030,Sydney,8.6845240131
116031318,Prospect Reservoir,1030,Sydney,30.6917455012
116031319,Rooty Hill - Minchinbury,1030,Sydney,14.6773647374
117011320,Banksmeadow,1030,Sydney,3.3683426553
117011321,Botany,1030,Sydney,3.4301483767
117011322,Mascot - Eastlakes,1030,Sydney,6.1684679877
117011323,Pagewood - Hillsdale - Daceyville,1030,Sydney,3.1196249854
117011324,Port Botany Industrial,1030,Sydney,2.8042106852
117011325,Sydney Airport,1030,Sydney,8.9109771613
117021326,Marrickville,1030,Sydney,5.8125308779
117021327,Petersham - Stanmore,1030,Sydney,3.0027175792
117021328,Sydenham - Tempe - St Peters,1030,Sydney,3.8539503228
117031329,Darlinghurst,1030,Sydney,0.8570110567
117031330,Erskineville - Alexandria,1030,Sydney,4.3173654044
117031331,Glebe - Forest Lodge,1030,Sydney,2.3015938073
117031332,Newtown - Camperdown - Darlington,1030,Sydney,3.2814952229
117031333,Potts Point - Woolloomooloo,1030,Sydney,1.4595260885
117031334,Pyrmont - Ultimo,1030,Sydney,1.4910052847
117031335,Redfern - Chippendale,1030,Sydney,2.1620622785
117031336,Surry Hills,1030,Sydney,1.3168306782
117031337,Sydney - Haymarket - The Rocks,1030,Sydney,4.2794433609
117031338,Waterloo - Beaconsfield,1030,Sydney,3.5802195896
118011339,Bondi - Tamarama - Bronte,1030,Sydney,2.4511842979
118011340,Bondi Beach - North Bondi,1030,Sydney,2.3986355475
118011341,Bondi Junction - Waverly,1030,Sydney,2.5238436971
118011342,Centennial Park,1030,Sydney,1.9798089742
118011343,Double Bay - Bellevue Hill,1030,Sydney,4.7131294824
118011344,Dover Heights,1030,Sydney,1.8692935116
118011345,Paddington - Moore Park,1030,Sydney,3.7250580468
118011346,Rose Bay - Vaucluse - Watsons Bay,1030,Sydney,5.1356760871
118011347,Woollahra,1030,Sydney,1.2788069770
118021348,Coogee - Clovelly,1030,Sydney,3.8325011725
118021349,Kensington - Kingsford,1030,Sydney,4.6558023780
118021350,Malabar - La Perouse - Chifley,1030,Sydney,11.8257204836
118021351,Maroubra,1030,Sydney,5.9235885293
118021352,Randwick,1030,Sydney,5.3090686310
119011353,Bankstown,1030,Sydney,7.1590916025
119011354,Bass Hill - Georges Hall,1030,Sydney,8.9153137050
119011355,Chullora,1030,Sydney,4.0500443682
119011356,Condell Park,1030,Sydney,10.0046718038
119011357,Greenacre - Mount Lewis,1030,Sydney,6.9821001412
119011358,Padstow,1030,Sydney,6.5071187525
119011359,Panania - Milperra - Picnic Point,1030,Sydney,14.3902547432
119011360,Revesby,1030,Sydney,5.0924095847
119011361,Yagoona - Birrong,1030,Sydney,5.5590370563
119021362,Belmore - Belfield,1030,Sydney,4.5134507805
119021363,Canterbury (South) - Campsie,1030,Sydney,4.7779790061
119021364,Kingsgrove (North) - Earlwood,1030,Sydney,8.2020318717
119021365,Lakemba - Wiley Park,1030,Sydney,3.5800221747
119021366,Punchbowl,1030,Sydney,5.2565373742
119021367,Roselands,1030,Sydney,3.6455892646
119031368,Hurstville,1030,Sydney,3.6403886027
119031369,Mortdale - Penshurst,1030,Sydney,6.1155911094
119031370,Narwee - Beverly Hills,1030,Sydney,3.3916356041
119031371,Oatley - Hurstville Grove,1030,Sydney,4.3550250109
119031372,Peakhurst - Lugarno,1030,Sydney,7.4294600505
119031373,Riverwood,1030,Sydney,2.7673433078
119031374,South Hurstville - Blakehurst,1030,Sydney,6.2391775267
119041375,Arncliffe - Bardwell Valley,1030,Sydney,4.9931041295
119041376,Bexley,1030,Sydney,5.2878468412
119041377,Kingsgrove (South) - Bardwell Park,1030,Sydney,3.7870719876
119041378,Kogarah,1030,Sydney,2.2098522203
119041379,Kogarah Bay - Carlton - Allawah,1030,Sydney,3.5034127434
119041380,Monterey - Brighton-le-Sands - Kyeemagh,1030,Sydney,3.3824276237
119041381,Rockdale - Banksia,1030,Sydney,3.5743260987
119041382,Sans Souci - Ramsgate,1030,Sydney,4.5858575550
120011383,Concord - Mortlake - Cabarita,1030,Sydney,6.3255748513
120011384,Concord West - North Strathfield,1030,Sydney,5.1006357539
120011385,Drummoyne - Rodd Point,1030,Sydney,3.6734953990
120011386,Five Dock - Abbotsford,1030,Sydney,4.6172358888
120021387,Balmain,1030,Sydney,2.5626105462
120021388,Leichhardt - Annandale,1030,Sydney,4.4723413444
120021389,Lilyfield - Rozelle,1030,Sydney,3.6040953083
120031390,Ashfield,1030,Sydney,3.6700162920
120031391,Burwood - Croydon,1030,Sydney,4.4901134775
120031392,Canterbury (North) - Ashbury,1030,Sydney,3.0273948072
120031393,Croydon Park - Enfield,1030,Sydney,3.9710518241
120031394,Dulwich Hill - Lewisham,1030,Sydney,2.7016591860
120031395,Haberfield - Summer Hill,1030,Sydney,3.4737685710
120031396,Homebush,1030,Sydney,3.8451269857
120031397,Strathfield,1030,Sydney,8.9642561771
121011398,Chatswood (East) - Artarmon,1030,Sydney,5.0814550091
